No,필드명,설명,코드여부,타입
302,R12M_ENT_AMT,최근12개월_유흥_이용금액,N,Int
303,R12M_DEP_AMT,최근12개월_백화점_이용금액,N,Int
304,R12M_MART_AMT,최근12개월_대형할인점_이용금액,N,Int
305,R12M_SSM_AMT,최근12개월_소형유통점_이용금액,N,Int
306,R12M_CLOTHES_AMT,최근12개월_의류/잡화_이용금액,N,Int
307,R12M_CUL_AMT,최근12개월_스포츠/문화/레저_이용금액,N,Int
308,R12M_ACCO_AMT,최근12개월_숙박_이용금액,N,Int
309,R12M_TRAVEL_AMT,최근12개월_여행_이용금액,N,Int
310,R12M_TRANS_AMT,최근12개월_교통_이용금액,N,Int
311,R12M_BEAUTY_AMT,최근12개월_미용_이용금액,N,Int
312,R12M_HOUSEHOLD_AMT,최근12개월_가정생활/서비스_이용금액,N,Int
313,R12M_EDU_AMT,최근12개월_교육/학원_이용금액,N,Int
314,R12M_MED_AMT,최근12개월_의료_이용금액,N,Int
315,R12M_FURN_AMT,최근12개월_가전/가구_이용금액,N,Int
316,R12M_CAR_AMT,최근12개월_자동차판매_이용금액,N,Int
317,R12M_CAR_SERVICE_AMT,최근12개월_자동차서비스/용품_이용금액,N,Int
318,R12M_OIL_AMT,최근12개월_주유_이용금액,N,Int
319,R12M_E_COMM_AMT,최근12개월_전자상거래_이용금액,N,Int
320,R12M_DLV_AMT,최근12개월_배달앱_이용금액,N,Int
321,R12M_HOTEL_AMT,최근12개월_특급호텔_이용금액,N,Int
322,R12M_JJ_AMT,최근12개월_제주도지역_이용금액,N,Int
323,R12M_TRAVEL_OS_AMT,최근12개월_해외여행_이용금액,N,Int
324,R12M_STARBUCKS_AMT,최근12개월_스타벅스_이용금액,N,Int
325,R12M_E_CHARGE_AMT,최근12개월_전기차충전_이용금액,N,Int
326,R12M_CONV_AMT,최근12개월_편의점_이용금액,N,Int
327,R12M_M_DEP_AMT,최근12개월_마케팅_백화점_이용금액,N,Int
328,R12M_M_MART_AMT,최근12개월_마케팅_대형마트_이용금액,N,Int
329,R12M_M_S_MART_AMT,최근12개월_마케팅_슈퍼마켓_이용금액,N,Int
330,R12M_M_OUTLET_AMT,최근12개월_마케팅_아울렛_이용금액,N,Int
331,R12M_M_DF_AMT,최근12개월_마케팅_면세점_이용금액,N,Int
332,R12M_M_CONV_AMT,최근12개월_마케팅_편의점_이용금액,N,Int
333,R12M_M_H_SHOP_AMT,최근12개월_마케팅_홈쇼핑_이용금액,N,Int
334,R12M_M_DEP_L_AMT,최근12개월_마케팅_백화점_롯데백화점_이용금액,N,Int
335,R12M_M_DEP_S_AMT,최근12개월_마케팅_백화점_신세계백화점_이용금액,N,Int
336,R12M_M_DEP_H_AMT,최근12개월_마케팅_백화점_현대백화점_이용금액,N,Int
337,R12M_M_DEP_G_AMT,최근12개월_마케팅_백화점_갤러리아백화점_이용금액,N,Int
338,R12M_M_DEP_A_AMT,최근12개월_마케팅_백화점_AK플라자_이용금액,N,Int
339,R12M_M_DEP_I_AMT,최근12개월_마케팅_백화점_아이파크백화점_이용금액,N,Int
340,R12M_M_MART_E_AMT,최근12개월_마케팅_대형마트_이마트_이용금액,N,Int
341,R12M_M_MART_H_AMT,최근12개월_마케팅_대형마트_홈플러스_이용금액,N,Int
342,R12M_M_MART_L_AMT,최근12개월_마케팅_대형마트_롯데마트_이용금액,N,Int
343,R12M_M_MART_N_AMT,최근12개월_마케팅_대형마트_하나로마트_이용금액,N,Int
344,R12M_M_MART_ET_AMT,최근12개월_마케팅_대형마트_이마트트레이더스_이용금액,N,Int
345,R12M_M_MART_V_AMT,최근12개월_마케팅_대형마트_VIC마켓_이용금액,N,Int
346,R12M_MBR_USE_CNT,최근12개월_멤버십사용회수,N,Int
347,R12M_OUTSIDE_WDAY_CNT,최근12개월_평일집직장외방문횟수,N,Int
348,R12M_OUTSIDE_HDAY_CNT,최근12개월_휴일집직장외방문횟수,N,Int
349,R12M_HOME_WDAY_STAY_TIME,최근12개월_평일집근처총체류시간,N,Int
350,R12M_MOV_WDAY_DIST,최근12개월_평일이동총거리,N,Int
351,CPYT_FOOD_AMT_RT,전년총액대비_요식_이용금액비중,N,Num
352,CPYT_ENT_AMT_RT,전년총액대비_유흥_이용금액비중,N,Num
353,CPYT_DEP_AMT_RT,전년총액대비_백화점_이용금액비중,N,Num
354,CPYT_MART_AMT_RT,전년총액대비_대형할인점_이용금액비중,N,Num
355,CPYT_SSM_AMT_RT,전년총액대비_소형유통점_이용금액비중,N,Num
356,CPYT_CLOTHES_AMT_RT,전년총액대비_의류/잡화_이용금액비중,N,Num
357,CPYT_CUL_AMT_RT,전년총액대비_스포츠/문화/레저_이용금액비중,N,Num
358,CPYT_ACCO_AMT_RT,전년총액대비_숙박_이용금액비중,N,Num
359,CPYT_TRAVEL_AMT_RT,전년총액대비_여행_이용금액비중,N,Num
360,CPYT_TRANS_AMT_RT,전년총액대비_교통_이용금액비중,N,Num
361,CPYT_BEAUTY_AMT_RT,전년총액대비_미용_이용금액비중,N,Num
362,CPYT_HOUSEHOLD_AMT_RT,전년총액대비_가정생활/서비스_이용금액비중,N,Num
363,CPYT_EDU_AMT_RT,전년총액대비_교육/학원_이용금액비중,N,Num
364,CPYT_MED_AMT_RT,전년총액대비_의료_이용금액비중,N,Num
365,CPYT_FURN_AMT_RT,전년총액대비_가전/가구_이용금액비중,N,Num
366,CPYT_CAR_AMT_RT,전년총액대비_자동차판매_이용금액비중,N,Num
367,CPYT_CAR_SERVICE_AMT_RT,전년총액대비_자동차서비스/용품_이용금액비중,N,Num
368,CPYT_OIL_AMT_RT,전년총액대비_주유_이용금액비중,N,Num
369,CPYT_E_COMM_AMT_RT,전년총액대비_전자상거래_이용금액비중,N,Num
370,CPYT_DLV_AMT_RT,전년총액대비_배달앱_이용금액비중,N,Num
371,CPYT_HOTEL_AMT_RT,전년총액대비_특급호텔_이용금액비중,N,Num
372,CPYT_JJ_AMT_RT,전년총액대비_제주도지역_이용금액비중,N,Num
373,CPYT_TRAVEL_OS_AMT_RT,전년총액대비_해외여행_이용금액비중,N,Num
374,CPYT_STARBUCKS_AMT_RT,전년총액대비_스타벅스_이용금액비중,N,Num
375,CPYT_E_CHARGE_AMT_RT,전년총액대비_전기차충전_이용금액비중,N,Num
376,CPYT_CONV_AMT_RT,전년총액대비_편의점_이용금액비중,N,Num
377,CPYT_M_DEP_AMT_RT,전년총액대비_마케팅_백화점_이용금액비중,N,Num
378,CPYT_M_MART_AMT_RT,전년총액대비_마케팅_대형마트_이용금액비중,N,Num
379,CPYT_M_S_MART_AMT_RT,전년총액대비_마케팅_슈퍼마켓_이용금액비중,N,Num
380,CPYT_M_OUTLET_AMT_RT,전년총액대비_마케팅_아울렛_이용금액비중,N,Num
381,CPYT_M_DF_AMT_RT,전년총액대비_마케팅_면세점_이용금액비중,N,Num
382,CPYT_M_CONV_AMT_RT,전년총액대비_마케팅_편의점_이용금액비중,N,Num
383,CPYT_M_H_SHOP_AMT_RT,전년총액대비_마케팅_홈쇼핑_이용금액비중,N,Num
384,CPYT_M_DEP_L_AMT_RT,전년총액대비_마케팅_백화점_롯데백화점_이용금액비중,N,Num
385,CPYT_M_DEP_S_AMT_RT,전년총액대비_마케팅_백화점_신세계백화점_이용금액비중,N,Num
386,CPYT_M_DEP_H_AMT_RT,전년총액대비_마케팅_백화점_현대백화점_이용금액비중,N,Num
387,CPYT_M_DEP_G_AMT_RT,전년총액대비_마케팅_백화점_갤러리아백화점_이용금액비중,N,Num
388,CPYT_M_DEP_A_AMT_RT,전년총액대비_마케팅_백화점_AK플라자_이용금액비중,N,Num
389,CPYT_M_DEP_I_AMT_RT,전년총액대비_마케팅_백화점_아이파크백화점_이용금액비중,N,Num
390,CPYT_M_MART_E_AMT_RT,전년총액대비_마케팅_대형마트_이마트_이용금액비중,N,Num
391,CPYT_M_MART_H_AMT_RT,전년총액대비_마케팅_대형마트_홈플러스_이용금액비중,N,Num
392,CPYT_M_MART_L_AMT_RT,전년총액대비_마케팅_대형마트_롯데마트_이용금액비중,N,Num
393,CPYT_M_MART_N_AMT_RT,전년총액대비_마케팅_대형마트_하나로마트_이용금액비중,N,Num
394,CPYT_M_MART_ET_AMT_RT,전년총액대비_마케팅_대형마트_이마트트레이더스_이용금액비중,N,Num
395,CPYT_M_MART_V_AMT_RT,전년총액대비_마케팅_대형마트_VIC마켓_이용금액비중,N,Num
396,CPYT_MBR_USE_CNT_RT,전년총액대비_멤버십_사용회수비중,N,Num
397,CPYT_FOOD_CUM_AMT_RT,전년총액대비_요식_누적이용금액비중,N,Num
398,CPYT_ENT_CUM_AMT_RT,전년총액대비_유흥_누적이용금액비중,N,Num
399,CPYT_DEP_CUM_AMT_RT,전년총액대비_백화점_누적이용금액비중,N,Num
400,CPYT_MART_CUM_AMT_RT,전년총액대비_대형할인점_누적이용금액비중,N,Num
401,CPYT_SSM_CUM_AMT_RT,전년총액대비_소형유통점_누적이용금액비중,N,Num
402,CPYT_CLOTHES_CUM_AMT_RT,전년총액대비_의류/잡화_누적이용금액비중,N,Num
403,CPYT_CUL_CUM_AMT_RT,전년총액대비_스포츠/문화/레저_누적이용금액비중,N,Num
404,CPYT_ACCO_CUM_AMT_RT,전년총액대비_숙박_누적이용금액비중,N,Num
405,CPYT_TRAVEL_CUM_AMT_RT,전년총액대비_여행_누적이용금액비중,N,Num
406,CPYT_TRANS_CUM_AMT_RT,전년총액대비_교통_누적이용금액비중,N,Num
407,CPYT_BEAUTY_CUM_AMT_RT,전년총액대비_미용_누적이용금액비중,N,Num
408,CPYT_HOUSEHOLD_CUM_AMT_RT,전년총액대비_가정생활/서비스_누적이용금액비중,N,Num
409,CPYT_EDU_CUM_AMT_RT,전년총액대비_교육/학원_누적이용금액비중,N,Num
410,CPYT_MED_CUM_AMT_RT,전년총액대비_의료_누적이용금액비중,N,Num
411,CPYT_FURN_CUM_AMT_RT,전년총액대비_가전/가구_누적이용금액비중,N,Num
412,CPYT_CAR_CUM_AMT_RT,전년총액대비_자동차판매_누적이용금액비중,N,Num
413,CPYT_CAR_SERVICE_CUM_AMT_RT,전년총액대비_자동차서비스/용품_누적이용금액비중,N,Num
414,CPYT_OIL_CUM_AMT_RT,전년총액대비_주유_누적이용금액비중,N,Num
415,CPYT_E_COMM_CUM_AMT_RT,전년총액대비_전자상거래_누적이용금액비중,N,Num
416,CPYT_DLV_CUM_AMT_RT,전년총액대비_배달앱_누적이용금액비중,N,Num
417,CPYT_HOTEL_CUM_AMT_RT,전년총액대비_특급호텔_누적이용금액비중,N,Num
418,CPYT_JJ_CUM_AMT_RT,전년총액대비_제주도지역_누적이용금액비중,N,Num
419,CPYT_TRAVEL_OS_CUM_AMT_RT,전년총액대비_해외여행_누적이용금액비중,N,Num
420,CPYT_STARBUCKS_CUM_AMT_RT,전년총액대비_스타벅스_누적이용금액비중,N,Num
421,CPYT_E_CHARGE_CUM_AMT_RT,전년총액대비_전기차충전_누적이용금액비중,N,Num
422,CPYT_CONV_CUM_AMT_RT,전년총액대비_편의점_누적이용금액비중,N,Num
423,CPYT_M_DEP_CUM_AMT_RT,전년총액대비_마케팅_백화점_누적이용금액비중,N,Num
424,CPYT_M_MART_CUM_AMT_RT,전년총액대비_마케팅_대형마트_누적이용금액비중,N,Num
425,CPYT_M_S_MART_CUM_AMT_RT,전년총액대비_마케팅_슈퍼마켓_누적이용금액비중,N,Num
426,CPYT_M_OUTLET_CUM_AMT_RT,전년총액대비_마케팅_아울렛_누적이용금액비중,N,Num
427,CPYT_M_DF_CUM_AMT_RT,전년총액대비_마케팅_면세점_누적이용금액비중,N,Num
428,CPYT_M_CONV_CUM_AMT_RT,전년총액대비_마케팅_편의점_누적이용금액비중,N,Num
429,CPYT_M_H_SHOP_CUM_AMT_RT,전년총액대비_마케팅_홈쇼핑_누적이용금액비중,N,Num
430,CPYT_M_DEP_L_CUM_AMT_RT,전년총액대비_마케팅_백화점_롯데백화점_누적이용금액비중,N,Num
431,CPYT_M_DEP_S_CUM_AMT_RT,전년총액대비_마케팅_백화점_신세계백화점_누적이용금액비중,N,Num
432,CPYT_M_DEP_H_CUM_AMT_RT,전년총액대비_마케팅_백화점_현대백화점_누적이용금액비중,N,Num
433,CPYT_M_DEP_G_CUM_AMT_RT,전년총액대비_마케팅_백화점_갤러리아백화점_누적이용금액비중,N,Num
434,CPYT_M_DEP_A_CUM_AMT_RT,전년총액대비_마케팅_백화점_AK플라자_누적이용금액비중,N,Num
435,CPYT_M_DEP_I_CUM_AMT_RT,전년총액대비_마케팅_백화점_아이파크백화점_누적이용금액비중,N,Num
436,CPYT_M_MART_E_CUM_AMT_RT,전년총액대비_마케팅_대형마트_이마트_누적이용금액비중,N,Num
437,CPYT_M_MART_H_CUM_AMT_RT,전년총액대비_마케팅_대형마트_홈플러스_누적이용금액비중,N,Num
438,CPYT_M_MART_L_CUM_AMT_RT,전년총액대비_마케팅_대형마트_롯데마트_누적이용금액비중,N,Num
439,CPYT_M_MART_N_CUM_AMT_RT,전년총액대비_마케팅_대형마트_하나로마트_누적이용금액비중,N,Num
440,CPYT_M_MART_ET_CUM_AMT_RT,전년총액대비_마케팅_대형마트_이마트트레이더스_누적이용금액비중,N,Num
441,CPYT_M_MART_V_CUM_AMT_RT,전년총액대비_마케팅_대형마트_VIC마켓_누적이용금액비중,N,Num
442,CPYT_MBR_USE_CUM_CNT_RT,전년총액대비_멤버십_누적사용회수비중,N,Num
443,CPYT_FOOD_CPPY_AMT_RT,전년총액대비_요식_전년동기이용금액비중,N,Num
444,CPYT_ENT_CPPY_AMT_RT,전년총액대비_유흥_전년동기이용금액비중,N,Num
445,CPYT_DEP_CPPY_AMT_RT,전년총액대비_백화점_전년동기이용금액비중,N,Num
446,CPYT_MART_CPPY_AMT_RT,전년총액대비_대형할인점_전년동기이용금액비중,N,Num
447,CPYT_SSM_CPPY_AMT_RT,전년총액대비_소형유통점_전년동기이용금액비중,N,Num
448,CPYT_CLOTHES_CPPY_AMT_RT,전년총액대비_의류/잡화_전년동기이용금액비중,N,Num
449,CPYT_CUL_CPPY_AMT_RT,전년총액대비_스포츠/문화/레저_전년동기이용금액비중,N,Num
450,CPYT_ACCO_CPPY_AMT_RT,전년총액대비_숙박_전년동기이용금액비중,N,Num
451,CPYT_TRAVEL_CPPY_AMT_RT,전년총액대비_여행_전년동기이용금액비중,N,Num
452,CPYT_TRANS_CPPY_AMT_RT,전년총액대비_교통_전년동기이용금액비중,N,Num
453,CPYT_BEAUTY_CPPY_AMT_RT,전년총액대비_미용_전년동기이용금액비중,N,Num
454,CPYT_HOUSEHOLD_CPPY_AMT_RT,전년총액대비_가정생활/서비스_전년동기이용금액비중,N,Num
455,CPYT_EDU_CPPY_AMT_RT,전년총액대비_교육/학원_전년동기이용금액비중,N,Num
456,CPYT_MED_CPPY_AMT_RT,전년총액대비_의료_전년동기이용금액비중,N,Num
457,CPYT_FURN_CPPY_AMT_RT,전년총액대비_가전/가구_전년동기이용금액비중,N,Num
458,CPYT_CAR_CPPY_AMT_RT,전년총액대비_자동차판매_전년동기이용금액비중,N,Num
459,CPYT_CAR_SERVICE_CPPY_AMT_RT,전년총액대비_자동차서비스/용품_전년동기이용금액비중,N,Num
460,CPYT_OIL_CPPY_AMT_RT,전년총액대비_주유_전년동기이용금액비중,N,Num
461,CPYT_E_COMM_CPPY_AMT_RT,전년총액대비_전자상거래_전년동기이용금액비중,N,Num
462,CPYT_DLV_CPPY_AMT_RT,전년총액대비_배달앱_전년동기이용금액비중,N,Num
463,CPYT_HOTEL_CPPY_AMT_RT,전년총액대비_특급호텔_전년동기이용금액비중,N,Num
464,CPYT_JJ_CPPY_AMT_RT,전년총액대비_제주도지역_전년동기이용금액비중,N,Num
465,CPYT_TRAVEL_OS_CPPY_AMT_RT,전년총액대비_해외여행_전년동기이용금액비중,N,Num
466,CPYT_STARBUCKS_CPPY_AMT_RT,전년총액대비_스타벅스_전년동기이용금액비중,N,Num
467,CPYT_E_CHARGE_CPPY_AMT_RT,전년총액대비_전기차충전_전년동기이용금액비중,N,Num
468,CPYT_CONV_CPPY_AMT_RT,전년총액대비_편의점_전년동기이용금액비중,N,Num
469,CPYT_M_DEP_CPPY_AMT_RT,전년총액대비_마케팅_백화점_전년동기이용금액비중,N,Num
470,CPYT_M_MART_CPPY_AMT_RT,전년총액대비_마케팅_대형마트_전년동기이용금액비중,N,Num
471,CPYT_M_S_MART_CPPY_AMT_RT,전년총액대비_마케팅_슈퍼마켓_전년동기이용금액비중,N,Num
472,CPYT_M_OUTLET_CPPY_AMT_RT,전년총액대비_마케팅_아울렛_전년동기이용금액비중,N,Num
473,CPYT_M_DF_CPPY_AMT_RT,전년총액대비_마케팅_면세점_전년동기이용금액비중,N,Num
474,CPYT_M_CONV_CPPY_AMT_RT,전년총액대비_마케팅_편의점_전년동기이용금액비중,N,Num
475,CPYT_M_H_SHOP_CPPY_AMT_RT,전년총액대비_마케팅_홈쇼핑_전년동기이용금액비중,N,Num
476,CPYT_M_DEP_L_CPPY_AMT_RT,전년총액대비_마케팅_백화점_롯데백화점_전년동기이용금액비중,N,Num
477,CPYT_M_DEP_S_CPPY_AMT_RT,전년총액대비_마케팅_백화점_신세계백화점_전년동기이용금액비중,N,Num
478,CPYT_M_DEP_H_CPPY_AMT_RT,전년총액대비_마케팅_백화점_현대백화점_전년동기이용금액비중,N,Num
479,CPYT_M_DEP_G_CPPY_AMT_RT,전년총액대비_마케팅_백화점_갤러리아백화점_전년동기이용금액비중,N,Num
480,CPYT_M_DEP_A_CPPY_AMT_RT,전년총액대비_마케팅_백화점_AK플라자_전년동기이용금액비중,N,Num
481,CPYT_M_DEP_I_CPPY_AMT_RT,전년총액대비_마케팅_백화점_아이파크백화점_전년동기이용금액비중,N,Num
482,CPYT_M_MART_E_CPPY_AMT_RT,전년총액대비_마케팅_대형마트_이마트_전년동기이용금액비중,N,Num
483,CPYT_M_MART_H_CPPY_AMT_RT,전년총액대비_마케팅_대형마트_홈플러스_전년동기이용금액비중,N,Num
484,CPYT_M_MART_L_CPPY_AMT_RT,전년총액대비_마케팅_대형마트_롯데마트_전년동기이용금액비중,N,Num
485,CPYT_M_MART_N_CPPY_AMT_RT,전년총액대비_마케팅_대형마트_하나로마트_전년동기이용금액비중,N,Num
486,CPYT_M_MART_ET_CPPY_AMT_RT,전년총액대비_마케팅_대형마트_이마트트레이더스_전년동기이용금액비중,N,Num
487,CPYT_M_MART_V_CPPY_AMT_RT,전년총액대비_마케팅_대형마트_VIC마켓_전년동기이용금액비중,N,Num
488,CPYT_MBR_USE_CPPY_CNT_RT,전년총액대비_멤버십_전년동기사용회수비중,N,Num
489,CPYT_FOOD_CPPY_CUM_AMT_RT,전년총액대비_요식_전년동기누적이용금액비중,N,Num
490,CPYT_ENT_CPPY_CUM_AMT_RT,전년총액대비_유흥_전년동기누적이용금액비중,N,Num
491,CPYT_DEP_CPPY_CUM_AMT_RT,전년총액대비_백화점_전년동기누적이용금액비중,N,Num
492,CPYT_MART_CPPY_CUM_AMT_RT,전년총액대비_대형할인점_전년동기누적이용금액비중,N,Num
493,CPYT_SSM_CPPY_CUM_AMT_RT,전년총액대비_소형유통점_전년동기누적이용금액비중,N,Num
494,CPYT_CLOTHES_CPPY_CUM_AMT_RT,전년총액대비_의류/잡화_전년동기누적이용금액비중,N,Num
495,CPYT_CUL_CPPY_CUM_AMT_RT,전년총액대비_스포츠/문화/레저_전년동기누적이용금액비중,N,Num
496,CPYT_ACCO_CPPY_CUM_AMT_RT,전년총액대비_숙박_전년동기누적이용금액비중,N,Num
497,CPYT_TRAVEL_CPPY_CUM_AMT_RT,전년총액대비_여행_전년동기누적이용금액비중,N,Num
498,CPYT_TRANS_CPPY_CUM_AMT_RT,전년총액대비_교통_전년동기누적이용금액비중,N,Num
499,CPYT_BEAUTY_CPPY_CUM_AMT_RT,전년총액대비_미용_전년동기누적이용금액비중,N,Num
500,CPYT_HOUSEHOLD_CPPY_CUM_AMT_RT,전년총액대비_가정생활/서비스_전년동기누적이용금액비중,N,Num
501,CPYT_EDU_CPPY_CUM_AMT_RT,전년총액대비_교육/학원_전년동기누적이용금액비중,N,Num
502,CPYT_MED_CPPY_CUM_AMT_RT,전년총액대비_의료_전년동기누적이용금액비중,N,Num
503,CPYT_FURN_CPPY_CUM_AMT_RT,전년총액대비_가전/가구_전년동기누적이용금액비중,N,Num
504,CPYT_CAR_CPPY_CUM_AMT_RT,전년총액대비_자동차판매_전년동기누적이용금액비중,N,Num
505,CPYT_CAR_SERVICE_CPPY_CUM_AMT_RT,전년총액대비_자동차서비스/용품_전년동기누적이용금액비중,N,Num
506,CPYT_OIL_CPPY_CUM_AMT_RT,전년총액대비_주유_전년동기누적이용금액비중,N,Num
507,CPYT_E_COMM_CPPY_CUM_AMT_RT,전년총액대비_전자상거래_전년동기누적이용금액비중,N,Num
508,CPYT_DLV_CPPY_CUM_AMT_RT,전년총액대비_배달앱_전년동기누적이용금액비중,N,Num
509,CPYT_HOTEL_CPPY_CUM_AMT_RT,전년총액대비_특급호텔_전년동기누적이용금액비중,N,Num
510,CPYT_JJ_CPPY_CUM_AMT_RT,전년총액대비_제주도지역_전년동기누적이용금액비중,N,Num
511,CPYT_TRAVEL_OS_CPPY_CUM_AMT_RT,전년총액대비_해외여행_전년동기누적이용금액비중,N,Num
512,CPYT_STARBUCKS_CPPY_CUM_AMT_RT,전년총액대비_스타벅스_전년동기누적이용금액비중,N,Num
513,CPYT_E_CHARGE_CPPY_CUM_AMT_RT,전년총액대비_전기차충전_전년동기누적이용금액비중,N,Num
514,CPYT_CONV_CPPY_CUM_AMT_RT,전년총액대비_편의점_전년동기누적이용금액비중,N,Num
515,CPYT_M_DEP_CPPY_CUM_AMT_RT,전년총액대비_마케팅_백화점_전년동기누적이용금액비중,N,Num
516,CPYT_M_MART_CPPY_CUM_AMT_RT,전년총액대비_마케팅_대형마트_전년동기누적이용금액비중,N,Num
517,CPYT_M_S_MART_CPPY_CUM_AMT_RT,전년총액대비_마케팅_슈퍼마켓_전년동기누적이용금액비중,N,Num
518,CPYT_M_OUTLET_CPPY_CUM_AMT_RT,전년총액대비_마케팅_아울렛_전년동기누적이용금액비중,N,Num
519,CPYT_M_DF_CPPY_CUM_AMT_RT,전년총액대비_마케팅_면세점_전년동기누적이용금액비중,N,Num
520,CPYT_M_CONV_CPPY_CUM_AMT_RT,전년총액대비_마케팅_편의점_전년동기누적이용금액비중,N,Num
521,CPYT_M_H_SHOP_CPPY_CUM_AMT_RT,전년총액대비_마케팅_홈쇼핑_전년동기누적이용금액비중,N,Num
522,CPYT_M_DEP_L_CPPY_CUM_AMT_RT,전년총액대비_마케팅_백화점_롯데백화점_전년동기누적이용금액비중,N,Num
523,CPYT_M_DEP_S_CPPY_CUM_AMT_RT,전년총액대비_마케팅_백화점_신세계백화점_전년동기누적이용금액비중,N,Num
524,CPYT_M_DEP_H_CPPY_CUM_AMT_RT,전년총액대비_마케팅_백화점_현대백화점_전년동기누적이용금액비중,N,Num
525,CPYT_M_DEP_G_CPPY_CUM_AMT_RT,전년총액대비_마케팅_백화점_갤러리아백화점_전년동기누적이용금액비중,N,Num
526,CPYT_M_DEP_A_CPPY_CUM_AMT_RT,전년총액대비_마케팅_백화점_AK플라자_전년동기누적이용금액비중,N,Num
527,CPYT_M_DEP_I_CPPY_CUM_AMT_RT,전년총액대비_마케팅_백화점_아이파크백화점_전년동기누적이용금액비중,N,Num
528,CPYT_M_MART_E_CPPY_CUM_AMT_RT,전년총액대비_마케팅_대형마트_이마트_전년동기누적이용금액비중,N,Num
