No,필드명,설명,코드여부,타입
529,CPYT_M_MART_H_CPPY_CUM_AMT_RT,전년총액대비_마케팅_대형마트_홈플러스_전년동기누적이용금액비중,N,Num
530,CPYT_M_MART_L_CPPY_CUM_AMT_RT,전년총액대비_마케팅_대형마트_롯데마트_전년동기누적이용금액비중,N,Num
531,CPYT_M_MART_N_CPPY_CUM_AMT_RT,전년총액대비_마케팅_대형마트_하나로마트_전년동기누적이용금액비중,N,Num
532,CPYT_M_MART_ET_CPPY_CUM_AMT_RT,전년총액대비_마케팅_대형마트_이마트트레이더스_전년동기누적이용금액비중,N,Num
533,CPYT_M_MART_V_CPPY_CUM_AMT_RT,전년총액대비_마케팅_대형마트_VIC마켓_전년동기누적이용금액비중,N,Num
534,CPYT_MBR_USE_CPPY_CUM_CNT_RT,전년총액대비_멤버십_전년동기누적사용회수비중,N,Num
535,QOQ_TOT_ASST_RTC,직전분기대비_총자산평가금액_증감률,N,Num
536,QOQ_OWN_HOUS_CNT_CHYN,직전분기대비_주택보유건수_변화여부,Y,Char
537,QOQ_OWN_LIV_YN_CHYN,직전분기대비_자가거주_변화여부,Y,Char
538,QOQ_FAM_OWN_HOUS_CNT_CHYN,직전분기대비_주택보유건수_가구기준_변화여부,Y,Char
539,QOQ_FAM_OWN_LIV_YN_CHYN,직전분기대비_자가거주여부_가구기준_변화여부,Y,Char
540,QOQ_HOUS_LN_BAL_RTC,직전분기대비_주택담보대출잔액_증감률,N,Num
541,QOQ_CRDT_LN_BAL_RTC,직전분기대비_신용대출잔액_증감률,N,Num
542,QOQ_CD_USE_AMT_RTC,직전분기대비_카드소비금액_증감률,N,Num
543,QOQ_HOUS_LN_BAL_NEW_CHYN,직전분기대비_분기신규주담대출여부_변화여부,Y,Char
544,QOQ_CRDT_LN_BAL_NEW_CHYN,직전분기대비_분기신규신용대출여부_변화여부,Y,Char
545,QOQ_BUY_HOUS_ADM_CHYN,직전분기대비_신규구매주택시도코드_변화여부,Y,Char
546,QOQ_BUY_HOUS_PRICE_CHYN,직전분기대비_신규구매주택시세_변화여부,Y,Char
547,QOQ_SHP_CNT_CHYN,직전분기대비_사업체건수_변화여부,Y,Char
548,QOQ_MX_SHP_ADM_CHYN,직전분기대비_매출최대사업체시도코드_변화여부,Y,Char
549,QOQ_SHP_CD_USE_RTC,직전분기대비_사업자카드이용액_증감률,N,Num
550,QOQ_SHP_LN_BAL_RTC,직전분기대비_사업자대출잔액_증감률,N,Num
551,QOQ_YR_SALES_RTC,직전분기대비_연매출추정금액_증감률,N,Num
552,QOQ_R3M_FOOD_AMT_RTC,직전분기대비_최근3개월_요식_이용금액_증감률,N,Num
553,QOQ_R3M_ENT_AMT_RTC,직전분기대비_최근3개월_유흥_이용금액_증감률,N,Num
554,QOQ_R3M_DEP_AMT_RTC,직전분기대비_최근3개월_백화점_이용금액_증감률,N,Num
555,QOQ_R3M_MART_AMT_RTC,직전분기대비_최근3개월_대형할인점_이용금액_증감률,N,Num
556,QOQ_R3M_SSM_AMT_RTC,직전분기대비_최근3개월_소형유통점_이용금액_증감률,N,Num
557,QOQ_R3M_CLOTHES_AMT_RTC,직전분기대비_최근3개월_의류/잡화_이용금액_증감률,N,Num
558,QOQ_R3M_CUL_AMT_RTC,직전분기대비_최근3개월_스포츠/문화/레저_이용금액_증감률,N,Num
559,QOQ_R3M_ACCO_AMT_RTC,직전분기대비_최근3개월_숙박_이용금액_증감률,N,Num
560,QOQ_R3M_TRAVEL_AMT_RTC,직전분기대비_최근3개월_여행_이용금액_증감률,N,Num
561,QOQ_R3M_TRANS_AMT_RTC,직전분기대비_최근3개월_교통_이용금액_증감률,N,Num
562,QOQ_R3M_BEAUTY_AMT_RTC,직전분기대비_최근3개월_미용_이용금액_증감률,N,Num
563,QOQ_R3M_HOUSEHOLD_AMT_RTC,직전분기대비_최근3개월_가정생활/서비스_이용금액_증감률,N,Num
564,QOQ_R3M_EDU_AMT_RTC,직전분기대비_최근3개월_교육/학원_이용금액_증감률,N,Num
565,QOQ_R3M_MED_AMT_RTC,직전분기대비_최근3개월_의료_이용금액_증감률,N,Num
566,QOQ_R3M_FURN_AMT_RTC,직전분기대비_최근3개월_가전/가구_이용금액_증감률,N,Num
567,QOQ_R3M_CAR_AMT_RTC,직전분기대비_최근3개월_자동차판매_이용금액_증감률,N,Num
568,QOQ_R3M_CAR_SERVICE_AMT_RTC,직전분기대비_최근3개월_자동차서비스/용품_이용금액_증감률,N,Num
569,QOQ_R3M_OIL_AMT_RTC,직전분기대비_최근3개월_주유_이용금액_증감률,N,Num
570,QOQ_R3M_E_COMM_AMT_RTC,직전분기대비_최근3개월_전자상거래_이용금액_증감률,N,Num
571,QOQ_R3M_DLV_AMT_RTC,직전분기대비_최근3개월_배달앱_이용금액_증감률,N,Num
572,QOQ_R3M_HOTEL_AMT_RTC,직전분기대비_최근3개월_특급호텔_이용금액_증감률,N,Num
573,QOQ_R3M_JJ_AMT_RTC,직전분기대비_최근3개월_제주도지역_이용금액_증감률,N,Num
574,QOQ_R3M_TRAVEL_OS_AMT_RTC,직전분기대비_최근3개월_해외여행_이용금액_증감률,N,Num
575,QOQ_R3M_STARBUCKS_AMT_RTC,직전분기대비_최근3개월_스타벅스_이용금액_증감률,N,Num
576,QOQ_R3M_E_CHARGE_AMT_RTC,직전분기대비_최근3개월_전기차충전_이용금액_증감률,N,Num
577,QOQ_R3M_CONV_AMT_RTC,직전분기대비_최근3개월_편의점_이용금액_증감률,N,Num
578,QOQ_R3M_M_DEP_AMT_RTC,직전분기대비_최근3개월_마케팅_백화점_이용금액_증감률,N,Num
579,QOQ_R3M_M_MART_AMT_RTC,직전분기대비_최근3개월_마케팅_대형마트_이용금액_증감률,N,Num
580,QOQ_R3M_M_S_MART_AMT_RTC,직전분기대비_최근3개월_마케팅_슈퍼마켓_이용금액_증감률,N,Num
581,QOQ_R3M_M_OUTLET_AMT_RTC,직전분기대비_최근3개월_마케팅_아울렛_이용금액_증감률,N,Num
582,QOQ_R3M_M_DF_AMT_RTC,직전분기대비_최근3개월_마케팅_면세점_이용금액_증감률,N,Num
583,QOQ_R3M_M_CONV_AMT_RTC,직전분기대비_최근3개월_마케팅_편의점_이용금액_증감률,N,Num
584,QOQ_R3M_M_H_SHOP_AMT_RTC,직전분기대비_최근3개월_마케팅_홈쇼핑_이용금액_증감률,N,Num
585,QOQ_R3M_M_DEP_L_AMT_RTC,직전분기대비_최근3개월_마케팅_백화점_롯데백화점_이용금액_증감률,N,Num
586,QOQ_R3M_M_DEP_S_AMT_RTC,직전분기대비_최근3개월_마케팅_백화점_신세계백화점_이용금액_증감률,N,Num
587,QOQ_R3M_M_DEP_H_AMT_RTC,직전분기대비_최근3개월_마케팅_백화점_현대백화점_이용금액_증감률,N,Num
588,QOQ_R3M_M_DEP_G_AMT_RTC,직전분기대비_최근3개월_마케팅_백화점_갤러리아백화점_이용금액_증감률,N,Num
589,QOQ_R3M_M_DEP_A_AMT_RTC,직전분기대비_최근3개월_마케팅_백화점_AK플라자_이용금액_증감률,N,Num
590,QOQ_R3M_M_DEP_I_AMT_RTC,직전분기대비_최근3개월_마케팅_백화점_아이파크백화점_이용금액_증감률,N,Num
591,QOQ_R3M_M_MART_E_AMT_RTC,직전분기대비_최근3개월_마케팅_대형마트_이마트_이용금액_증감률,N,Num
592,QOQ_R3M_M_MART_H_AMT_RTC,직전분기대비_최근3개월_마케팅_대형마트_홈플러스_이용금액_증감률,N,Num
593,QOQ_R3M_M_MART_L_AMT_RTC,직전분기대비_최근3개월_마케팅_대형마트_롯데마트_이용금액_증감률,N,Num
594,QOQ_R3M_M_MART_N_AMT_RTC,직전분기대비_최근3개월_마케팅_대형마트_하나로마트_이용금액_증감률,N,Num
595,QOQ_R3M_M_MART_ET_AMT_RTC,직전분기대비_최근3개월_마케팅_대형마트_이마트트레이더스_이용금액_증감률,N,Num
596,QOQ_R3M_M_MART_V_AMT_RTC,직전분기대비_최근3개월_마케팅_대형마트_VIC마켓_이용금액_증감률,N,Num
597,QOQ_R3M_MBR_USE_CNT_RTC,직전분기대비_최근3개월_멤버십사용회수_증감률,N,Num
598,QOQ_R3M_OUTSIDE_WDAY_CNT_RTC,직전분기대비_최근3개월_평일집직장외방문횟수_증감률,N,Num
599,QOQ_R3M_OUTSIDE_HDAY_CNT_RTC,직전분기대비_최근3개월_휴일집직장외방문횟수_증감률,N,Num
600,QOQ_R3M_HOME_WDAY_STAY_TIME_RTC,직전분기대비_최근3개월_평일집근처총체류시간_증감률,N,Num
601,QOQ_R3M_MOV_WDAY_DIST_RTC,직전분기대비_최근3개월_평일이동총거리_증감률,N,Num
602,QOQ_R3M_ITRT_FIN_PAY_CS,직전분기대비_금융_결제_관심도_변화,Y,Char
603,QOQ_R3M_ITRT_FIN_INSUR_CS,직전분기대비_금융_보험_관심도_변화,Y,Char
604,QOQ_R3M_ITRT_FIN_COIN_CS,직전분기대비_금융_암호화폐_관심도_변화,Y,Char
605,QOQ_R3M_ITRT_FIN_BANK_CS,직전분기대비_금융_은행/카드_관심도_변화,Y,Char
606,QOQ_R3M_ITRT_FIN_ASSET_CS,직전분기대비_금융_자산관리_관심도_변화,Y,Char
607,QOQ_R3M_ITRT_FIN_STOCK_CS,직전분기대비_금융_증권_관심도_변화,Y,Char
608,QOQ_R3M_ITRT_LIFE_HEALTH_CS,직전분기대비_생활_건강/운동/의료_관심도_변화,Y,Char
609,QOQ_R3M_ITRT_LIFE_DELIVERY_CS,직전분기대비_생활_배달/식음료_관심도_변화,Y,Char
610,QOQ_R3M_ITRT_LIFE_HOUSE_CS,직전분기대비_생활_부동산_관심도_변화,Y,Char
611,QOQ_R3M_ITRT_LIFE_MOVE_CS,직전분기대비_생활_이사/인테리어_관심도_변화,Y,Char
612,QOQ_R3M_ITRT_LIFE_CAR_CS,직전분기대비_생활_카라이프_관심도_변화,Y,Char
613,QOQ_R3M_ITRT_LIFE_KIDS_CS,직전분기대비_생활_키즈_관심도_변화,Y,Char
614,QOQ_R3M_ITRT_LIFE_BEAUTY_CS,직전분기대비_생활_뷰티_관심도_변화,Y,Char
615,QOQ_R3M_ITRT_SHOP_MART_CS,직전분기대비_쇼핑_백화점/대형마트/면세점_관심도_변화,Y,Char
616,QOQ_R3M_ITRT_SHOP_SOCIAL_CS,직전분기대비_쇼핑_소셜커머스_관심도_변화,Y,Char
617,QOQ_R3M_ITRT_SHOP_OPEN_CS,직전분기대비_쇼핑_오픈마켓_관심도_변화,Y,Char
618,QOQ_R3M_ITRT_SHOP_BEAUTY_CS,직전분기대비_쇼핑_패션/뷰티_관심도_변화,Y,Char
619,QOQ_R3M_ITRT_SHOP_JIKGU_CS,직전분기대비_쇼핑_해외직구_관심도_변화,Y,Char
620,QOQ_R3M_ITRT_LEISURE_SPORT_CS,직전분기대비_레저_스포츠_관심도_변화,Y,Char
621,QOQ_R3M_ITRT_LEISURE_TRAVEL_CS,직전분기대비_레저_여행_관심도_변화,Y,Char
622,QOQ_R3M_ITRT_LEISURE_HOTEL_CS,직전분기대비_레저_호텔/숙박_관심도_변화,Y,Char
623,QOQ_R3M_ITRT_ENT_SVOD_CS,직전분기대비_엔터_sVOD_관심도_변화,Y,Char
624,QOQ_R3M_ITRT_ENT_BROADCAST_CS,직전분기대비_엔터_동영상/방송_관심도_변화,Y,Char
625,QOQ_R3M_ITRT_ENT_RADIO_CS,직전분기대비_엔터_라디오_관심도_변화,Y,Char
626,QOQ_R3M_ITRT_ENT_PIC_CS,직전분기대비_엔터_사진_관심도_변화,Y,Char
627,QOQ_R3M_ITRT_ENT_WEBTOON_CS,직전분기대비_엔터_웹툰/애니_관심도_변화,Y,Char
628,QOQ_R3M_ITRT_ENT_MUSIC_CS,직전분기대비_엔터_음악_관심도_변화,Y,Char
629,QOQ_R3M_ITRT_INFO_NEWS_CS,직전분기대비_정보_뉴스_관심도_변화,Y,Char
630,QOQ_R3M_ITRT_INFO_BOOK_CS,직전분기대비_정보_도서/잡지_관심도_변화,Y,Char
631,QOQ_R3M_ITRT_INFO_BLOG_CS,직전분기대비_정보_블로그_관심도_변화,Y,Char
632,QOQ_R3M_ITRT_INFO_PORTAL_CS,직전분기대비_정보_포탈_관심도_변화,Y,Char
633,QOQ_R3M_ITRT_COMM_SNS_CS,직전분기대비_커뮤_SNS_관심도_변화,Y,Char
634,QOQ_R3M_ITRT_COMM_VOIP_CS,직전분기대비_커뮤_VoIP_관심도_변화,Y,Char
635,QOQ_R3M_ITRT_COMM_DATE_CS,직전분기대비_커뮤_데이트_관심도_변화,Y,Char
636,QOQ_R3M_ITRT_COMM_MESSENGER_CS,직전분기대비_커뮤_메신저_관심도_변화,Y,Char
637,YOY_TOT_ASST_RTC,전년동기대비_총자산평가금액_증감률,N,Num
638,YOY_OWN_HOUS_CNT_CHYN,전년동기대비_주택보유건수_변화여부,Y,Char
639,YOY_OWN_LIV_YN_CHYN,전년동기대비_자가거주_변화여부,Y,Char
640,YOY_FAM_OWN_HOUS_CNT_CHYN,전년동기대비_주택보유건수_가구기준_변화여부,Y,Char
641,YOY_FAM_OWN_LIV_YN_CHYN,전년동기대비_자가거주여부_가구기준_변화여부,Y,Char
642,YOY_HOUS_LN_BAL_RTC,전년동기대비_주택담보대출잔액_증감률,N,Num
643,YOY_CRDT_LN_BAL_RTC,전년동기대비_신용대출잔액_증감률,N,Num
644,YOY_CD_USE_AMT_RTC,전년동기대비_카드소비금액_증감률,N,Num
645,YOY_HOUS_LN_BAL_NEW_CHYN,전년동기대비_분기신규주담대출여부_변화여부,Y,Char
646,YOY_CRDT_LN_BAL_NEW_CHYN,전년동기대비_분기신규신용대출여부_변화여부,Y,Char
647,YOY_BUY_HOUS_ADM_CHYN,전년동기대비_신규구매주택시도코드_변화여부,Y,Char
648,YOY_BUY_HOUS_PRICE_CHYN,전년동기대비_신규구매주택시세_변화여부,Y,Char
649,YOY_SHP_CNT_CHYN,전년동기대비_사업체건수_변화여부,Y,Char
650,YOY_MX_SHP_ADM_CHYN,전년동기대비_매출최대사업체시도코드_변화여부,Y,Char
651,YOY_SHP_CD_USE_RTC,전년동기대비_사업자카드이용액_증감률,N,Num
652,YOY_SHP_LN_BAL_RTC,전년동기대비_사업자대출잔액_증감률,N,Num
653,YOY_YR_SALES_RTC,전년동기대비_연매출추정금액_증감률,N,Num
654,YOY_R3M_FOOD_AMT_RTC,전년동기대비_최근3개월_요식_이용금액_증감률,N,Num
655,YOY_R3M_ENT_AMT_RTC,전년동기대비_최근3개월_유흥_이용금액_증감률,N,Num
656,YOY_R3M_DEP_AMT_RTC,전년동기대비_최근3개월_백화점_이용금액_증감률,N,Num
657,YOY_R3M_MART_AMT_RTC,전년동기대비_최근3개월_대형할인점_이용금액_증감률,N,Num
658,YOY_R3M_SSM_AMT_RTC,전년동기대비_최근3개월_소형유통점_이용금액_증감률,N,Num
659,YOY_R3M_CLOTHES_AMT_RTC,전년동기대비_최근3개월_의류/잡화_이용금액_증감률,N,Num
660,YOY_R3M_CUL_AMT_RTC,전년동기대비_최근3개월_스포츠/문화/레저_이용금액_증감률,N,Num
661,YOY_R3M_ACCO_AMT_RTC,전년동기대비_최근3개월_숙박_이용금액_증감률,N,Num
662,YOY_R3M_TRAVEL_AMT_RTC,전년동기대비_최근3개월_여행_이용금액_증감률,N,Num
663,YOY_R3M_TRANS_AMT_RTC,전년동기대비_최근3개월_교통_이용금액_증감률,N,Num
664,YOY_R3M_BEAUTY_AMT_RTC,전년동기대비_최근3개월_미용_이용금액_증감률,N,Num
665,YOY_R3M_HOUSEHOLD_AMT_RTC,전년동기대비_최근3개월_가정생활/서비스_이용금액_증감률,N,Num
666,YOY_R3M_EDU_AMT_RTC,전년동기대비_최근3개월_교육/학원_이용금액_증감률,N,Num
667,YOY_R3M_MED_AMT_RTC,전년동기대비_최근3개월_의료_이용금액_증감률,N,Num
668,YOY_R3M_FURN_AMT_RTC,전년동기대비_최근3개월_가전/가구_이용금액_증감률,N,Num
669,YOY_R3M_CAR_AMT_RTC,전년동기대비_최근3개월_자동차판매_이용금액_증감률,N,Num
670,YOY_R3M_CAR_SERVICE_AMT_RTC,전년동기대비_최근3개월_자동차서비스/용품_이용금액_증감률,N,Num
671,YOY_R3M_OIL_AMT_RTC,전년동기대비_최근3개월_주유_이용금액_증감률,N,Num
672,YOY_R3M_E_COMM_AMT_RTC,전년동기대비_최근3개월_전자상거래_이용금액_증감률,N,Num
673,YOY_R3M_DLV_AMT_RTC,전년동기대비_최근3개월_배달앱_이용금액_증감률,N,Num
674,YOY_R3M_HOTEL_AMT_RTC,전년동기대비_최근3개월_특급호텔_이용금액_증감률,N,Num
675,YOY_R3M_JJ_AMT_RTC,전년동기대비_최근3개월_제주도지역_이용금액_증감률,N,Num
676,YOY_R3M_TRAVEL_OS_AMT_RTC,전년동기대비_최근3개월_해외여행_이용금액_증감률,N,Num
677,YOY_R3M_STARBUCKS_AMT_RTC,전년동기대비_최근3개월_스타벅스_이용금액_증감률,N,Num
678,YOY_R3M_E_CHARGE_AMT_RTC,전년동기대비_최근3개월_전기차충전_이용금액_증감률,N,Num
679,YOY_R3M_CONV_AMT_RTC,전년동기대비_최근3개월_편의점_이용금액_증감률,N,Num
680,YOY_R3M_M_DEP_AMT_RTC,전년동기대비_최근3개월_마케팅_백화점_이용금액_증감률,N,Num
681,YOY_R3M_M_MART_AMT_RTC,전년동기대비_최근3개월_마케팅_대형마트_이용금액_증감률,N,Num
682,YOY_R3M_M_S_MART_AMT_RTC,전년동기대비_최근3개월_마케팅_슈퍼마켓_이용금액_증감률,N,Num
683,YOY_R3M_M_OUTLET_AMT_RTC,전년동기대비_최근3개월_마케팅_아울렛_이용금액_증감률,N,Num
684,YOY_R3M_M_DF_AMT_RTC,전년동기대비_최근3개월_마케팅_면세점_이용금액_증감률,N,Num
685,YOY_R3M_M_CONV_AMT_RTC,전년동기대비_최근3개월_마케팅_편의점_이용금액_증감률,N,Num
686,YOY_R3M_M_H_SHOP_AMT_RTC,전년동기대비_최근3개월_마케팅_홈쇼핑_이용금액_증감률,N,Num
687,YOY_R3M_M_DEP_L_AMT_RTC,전년동기대비_최근3개월_마케팅_백화점_롯데백화점_이용금액_증감률,N,Num
688,YOY_R3M_M_DEP_S_AMT_RTC,전년동기대비_최근3개월_마케팅_백화점_신세계백화점_이용금액_증감률,N,Num
689,YOY_R3M_M_DEP_H_AMT_RTC,전년동기대비_최근3개월_마케팅_백화점_현대백화점_이용금액_증감률,N,Num
690,YOY_R3M_M_DEP_G_AMT_RTC,전년동기대비_최근3개월_마케팅_백화점_갤러리아백화점_이용금액_증감률,N,Num
691,YOY_R3M_M_DEP_A_AMT_RTC,전년동기대비_최근3개월_마케팅_백화점_AK플라자_이용금액_증감률,N,Num
692,YOY_R3M_M_DEP_I_AMT_RTC,전년동기대비_최근3개월_마케팅_백화점_아이파크백화점_이용금액_증감률,N,Num
693,YOY_R3M_M_MART_E_AMT_RTC,전년동기대비_최근3개월_마케팅_대형마트_이마트_이용금액_증감률,N,Num
694,YOY_R3M_M_MART_H_AMT_RTC,전년동기대비_최근3개월_마케팅_대형마트_홈플러스_이용금액_증감률,N,Num
695,YOY_R3M_M_MART_L_AMT_RTC,전년동기대비_최근3개월_마케팅_대형마트_롯데마트_이용금액_증감률,N,Num
696,YOY_R3M_M_MART_N_AMT_RTC,전년동기대비_최근3개월_마케팅_대형마트_하나로마트_이용금액_증감률,N,Num
697,YOY_R3M_M_MART_ET_AMT_RTC,전년동기대비_최근3개월_마케팅_대형마트_이마트트레이더스_이용금액_증감률,N,Num
698,YOY_R3M_M_MART_V_AMT_RTC,전년동기대비_최근3개월_마케팅_대형마트_VIC마켓_이용금액_증감률,N,Num
699,YOY_R3M_MBR_USE_CNT_RTC,전년동기대비_최근3개월_멤버십사용회수_증감률,N,Num
700,YOY_R3M_OUTSIDE_WDAY_CNT_RTC,전년동기대비_최근3개월_평일집직장외방문횟수_증감률,N,Num
701,YOY_R3M_OUTSIDE_HDAY_CNT_RTC,전년동기대비_최근3개월_휴일집직장외방문횟수_증감률,N,Num
702,YOY_R3M_HOME_WDAY_STAY_TIME_RTC,전년동기대비_최근3개월_평일집근처총체류시간_증감률,N,Num
703,YOY_R3M_MOV_WDAY_DIST_RTC,전년동기대비_최근3개월_평일이동총거리_증감률,N,Num
704,YOY_R3M_ITRT_FIN_PAY_CS,전년동기대비_금융_결제_관심도_변화,Y,Char
705,YOY_R3M_ITRT_FIN_INSUR_CS,전년동기대비_금융_보험_관심도_변화,Y,Char
706,YOY_R3M_ITRT_FIN_COIN_CS,전년동기대비_금융_암호화폐_관심도_변화,Y,Char
707,YOY_R3M_ITRT_FIN_BANK_CS,전년동기대비_금융_은행/카드_관심도_변화,Y,Char
708,YOY_R3M_ITRT_FIN_ASSET_CS,전년동기대비_금융_자산관리_관심도_변화,Y,Char
709,YOY_R3M_ITRT_FIN_STOCK_CS,전년동기대비_금융_증권_관심도_변화,Y,Char
710,YOY_R3M_ITRT_LIFE_HEALTH_CS,전년동기대비_생활_건강/운동/의료_관심도_변화,Y,Char
711,YOY_R3M_ITRT_LIFE_DELIVERY_CS,전년동기대비_생활_배달/식음료_관심도_변화,Y,Char
712,YOY_R3M_ITRT_LIFE_HOUSE_CS,전년동기대비_생활_부동산_관심도_변화,Y,Char
713,YOY_R3M_ITRT_LIFE_MOVE_CS,전년동기대비_생활_이사/인테리어_관심도_변화,Y,Char
714,YOY_R3M_ITRT_LIFE_CAR_CS,전년동기대비_생활_카라이프_관심도_변화,Y,Char
715,YOY_R3M_ITRT_LIFE_KIDS_CS,전년동기대비_생활_키즈_관심도_변화,Y,Char
716,YOY_R3M_ITRT_LIFE_BEAUTY_CS,전년동기대비_생활_뷰티_관심도_변화,Y,Char
717,YOY_R3M_ITRT_SHOP_MART_CS,전년동기대비_쇼핑_백화점/대형마트/면세점_관심도_변화,Y,Char
718,YOY_R3M_ITRT_SHOP_SOCIAL_CS,전년동기대비_쇼핑_소셜커머스_관심도_변화,Y,Char
719,YOY_R3M_ITRT_SHOP_OPEN_CS,전년동기대비_쇼핑_오픈마켓_관심도_변화,Y,Char
720,YOY_R3M_ITRT_SHOP_BEAUTY_CS,전년동기대비_쇼핑_패션/뷰티_관심도_변화,Y,Char
721,YOY_R3M_ITRT_SHOP_JIKGU_CS,전년동기대비_쇼핑_해외직구_관심도_변화,Y,Char
722,YOY_R3M_ITRT_LEISURE_SPORT_CS,전년동기대비_레저_스포츠_관심도_변화,Y,Char
723,YOY_R3M_ITRT_LEISURE_TRAVEL_CS,전년동기대비_레저_여행_관심도_변화,Y,Char
724,YOY_R3M_ITRT_LEISURE_HOTEL_CS,전년동기대비_레저_호텔/숙박_관심도_변화,Y,Char
725,YOY_R3M_ITRT_ENT_SVOD_CS,전년동기대비_엔터_sVOD_관심도_변화,Y,Char
726,YOY_R3M_ITRT_ENT_BROADCAST_CS,전년동기대비_엔터_동영상/방송_관심도_변화,Y,Char
727,YOY_R3M_ITRT_ENT_RADIO_CS,전년동기대비_엔터_라디오_관심도_변화,Y,Char
728,YOY_R3M_ITRT_ENT_PIC_CS,전년동기대비_엔터_사진_관심도_변화,Y,Char
729,YOY_R3M_ITRT_ENT_WEBTOON_CS,전년동기대비_엔터_웹툰/애니_관심도_변화,Y,Char
730,YOY_R3M_ITRT_ENT_MUSIC_CS,전년동기대비_엔터_음악_관심도_변화,Y,Char
731,YOY_R3M_ITRT_INFO_NEWS_CS,전년동기대비_정보_뉴스_관심도_변화,Y,Char
732,YOY_R3M_ITRT_INFO_BOOK_CS,전년동기대비_정보_도서/잡지_관심도_변화,Y,Char
733,YOY_R3M_ITRT_INFO_BLOG_CS,전년동기대비_정보_블로그_관심도_변화,Y,Char
734,YOY_R3M_ITRT_INFO_PORTAL_CS,전년동기대비_정보_포탈_관심도_변화,Y,Char
735,YOY_R3M_ITRT_COMM_SNS_CS,전년동기대비_커뮤_SNS_관심도_변화,Y,Char
736,YOY_R3M_ITRT_COMM_VOIP_CS,전년동기대비_커뮤_VoIP_관심도_변화,Y,Char
737,YOY_R3M_ITRT_COMM_DATE_CS,전년동기대비_커뮤_데이트_관심도_변화,Y,Char
738,YOY_R3M_ITRT_COMM_MESSENGER_CS,전년동기대비_커뮤_메신저_관심도_변화,Y,Char
